# k [1/Mpc], Window(k) [Mpc]
9.999999999999999547e-08 7.539220960366063751e+06
1.042317000000000002e-07 6.888699214769261889e+06
1.086425999999999937e-07 6.294944227112444118e+06
1.132400000000000002e-07 5.752935502136939205e+06
1.180320999999999998e-07 5.258103479588590562e+06
1.230268999999999884e-07 4.806288903945236467e+06
1.282330999999999997e-07 4.393705014277640730e+06
1.336595999999999986e-07 4.016903622199137695e+06
1.393156999999999986e-07 3.672743763845590409e+06
1.452112000000000000e-07 3.358364524666557554e+06
1.513560999999999877e-07 3.071159418171063066e+06
1.577610999999999978e-07 2.808752845824363176e+06
1.644371999999999896e-07 2.568980183740479872e+06
1.713957000000000053e-07 2.349867793446698692e+06
1.786487999999999897e-07 2.149616737952134106e+06
1.862086999999999937e-07 1.966586391560726566e+06
1.940885999999999900e-07 1.799280842058843002e+06
2.023018999999999886e-07 1.646335428456867812e+06
2.108627999999999895e-07 1.506505469585911138e+06
2.197860000000000068e-07 1.378655477332678856e+06
2.290868000000000076e-07 1.261749151759220986e+06
2.387810999999999914e-07 1.154841045047328807e+06
2.488857000000000195e-07 1.057068077544622589e+06
2.594178999999999820e-07 9.676426156520197401e+05
2.703957999999999972e-07 8.858455600635301089e+05
2.818383000000000151e-07 8.110203546570389299e+05
2.937649999999999839e-07 7.425675821010371437e+05
3.061963000000000007e-07 6.799398638131027110e+05
3.191538000000000160e-07 6.226372673794924049e+05
3.326595999999999939e-07 5.702031238864865154e+05
3.467369000000000242e-07 5.222203772665741853e+05
3.614099000000000128e-07 4.783079716462602955e+05
3.767037999999999986e-07 4.381177899349629879e+05
3.926448999999999877e-07 4.013317379336162703e+05
4.092606999999999981e-07 3.676591477981184144e+05
4.265794999999999851e-07 3.368343977050133981e+05
4.446312999999999827e-07 3.086146821616286761e+05
4.634469000000000152e-07 2.827781115924170008e+05
4.830588000000000268e-07 2.591218425445304892e+05
5.035005999999999816e-07 2.374604270684828225e+05
5.248075000000000359e-07 2.176243339813889179e+05
5.470160000000000326e-07 1.994585534161632531e+05
5.701643000000000520e-07 1.828213297929585096e+05
5.942922000000000493e-07 1.675830538818867935e+05
6.194410999999999602e-07 1.536251809657762351e+05
6.456542000000000032e-07 1.408392921844205994e+05
6.729767000000000284e-07 1.291262232058774534e+05
7.014553000000000330e-07 1.183952592966429511e+05
7.311391000000000384e-07 1.085634236222130858e+05
7.620790000000000307e-07 9.955480027674796293e+04
7.943281999999999752e-07 9.129992301675550698e+04
8.279422000000000272e-07 8.373524274272062758e+04
8.629784999999999742e-07 7.680260717749623291e+04
8.994976000000000037e-07 7.044879595838804380e+04
9.375620000000000411e-07 6.462510753090675280e+04
9.772371999999999886e-07 5.928696292958068079e+04
