k W
6.683438999999999908e+01 6.947927065171835277e-06
6.760829999999999984e+01 7.828638206046763622e-06
6.839115999999999929e+01 8.463525085296896684e-06
6.918309999999999604e+01 7.231310436401255461e-06
6.998420000000000130e+01 6.706841302017133782e-06
7.079457999999999629e+01 7.117351499146209071e-06
7.161433999999999855e+01 7.898227693906030076e-06
7.244360000000000355e+01 6.931554567759189586e-06
7.328244999999999720e+01 7.856456473716092717e-06
7.413102000000000658e+01 7.564284574130779231e-06
7.498941999999999553e+01 7.963987204875272246e-06
7.585775999999999897e+01 7.913229982988752168e-06
7.673614999999999498e+01 6.819831528814058306e-06
7.762470999999999322e+01 6.811551820827235526e-06
7.852356000000000336e+01 7.779016208141699195e-06
7.943282000000000664e+01 7.733017674774265898e-06
8.035260999999999854e+01 6.425220648470859110e-06
8.128305000000000291e+01 8.195999724983095471e-06
8.222426000000000101e+01 8.407021672079806584e-06
8.317637999999999465e+01 7.112567615374000873e-06
8.413951000000000136e+01 6.991200991006972745e-06
8.511379999999999768e+01 7.737628339648126562e-06
8.609937999999999647e+01 7.700616405295427006e-06
8.709636000000000422e+01 6.782922046923237566e-06
8.810488999999999749e+01 7.038988784989051405e-06
8.912509000000000015e+01 6.852529971048588793e-06
9.015711000000000297e+01 8.300442952585298210e-06
9.120108000000000459e+01 8.384775752650660944e-06
9.225714000000000681e+01 7.091817558983385738e-06
9.332542999999999722e+01 6.699111834626238874e-06
9.440609000000000606e+01 7.373475701385234452e-06
9.549926000000000670e+01 7.405724135424875195e-06
9.660509000000000412e+01 6.965963483926597800e-06
9.772372000000000014e+01 8.185924900851777135e-06
9.885531000000000290e+01 7.678321415413580036e-06
1.000000000000000000e+02 7.365274737677651524e-06
1.011578999999999979e+02 7.214460299588061309e-06
1.023293000000000035e+02 7.408879184016528364e-06
1.035142000000000024e+02 8.106478019433913175e-06
1.047129000000000048e+02 7.169999034770896177e-06
1.059253999999999962e+02 6.932540627560204936e-06
1.071518999999999977e+02 6.672740987584964554e-06
1.083927000000000049e+02 7.898244209371327172e-06
1.096478000000000037e+02 8.595385292520845975e-06
1.109175000000000040e+02 7.250896340942216755e-06
1.122018000000000058e+02 6.957452713574194081e-06
1.135010999999999939e+02 7.842313743793757807e-06
1.148153999999999968e+02 6.782170918328298757e-06
1.161449000000000069e+02 7.300379654215911779e-06
1.174898000000000025e+02 7.802122659680187306e-06
1.188502000000000010e+02 6.907601626797187933e-06
1.202263999999999982e+02 8.247416220788352182e-06
1.216186000000000007e+02 7.774034288271554840e-06
1.230268999999999977e+02 7.875353108564940230e-06
1.244514999999999958e+02 8.469614907225167776e-06
1.258924999999999983e+02 7.728531706085575972e-06
1.273503000000000043e+02 7.072457703971044535e-06
1.288249999999999886e+02 6.825686420316842846e-06
1.303166999999999973e+02 7.682990264765794238e-06
1.318257000000000119e+02 7.882800698749640181e-06
1.333521000000000072e+02 7.235996666290352120e-06
1.348962999999999965e+02 6.570102938123129222e-06
1.364583000000000084e+02 7.388683479348374465e-06
1.380383999999999958e+02 6.841238296147076088e-06
1.396367999999999938e+02 7.918374509497620034e-06
1.412538000000000125e+02 6.665653938181119327e-06
1.428893999999999949e+02 6.534651853127386163e-06
1.445440000000000111e+02 7.833510978554955928e-06
1.462177000000000078e+02 8.220578506543317713e-06
1.479107999999999947e+02 7.353842160871304940e-06
1.496236000000000104e+02 8.345959162122196462e-06
1.513560999999999979e+02 7.206337029562356506e-06
1.531086999999999989e+02 7.660439473431402243e-06
1.548816999999999950e+02 7.547445978820046972e-06
1.566750999999999863e+02 7.704870190935594675e-06
1.584892999999999859e+02 7.191080947647362806e-06
1.603245000000000005e+02 7.961139711388725919e-06
1.621810000000000116e+02 6.639206558919058030e-06
1.640589999999999975e+02 7.697792866513811428e-06
1.659586999999999932e+02 6.983138395946287999e-06
1.678804000000000087e+02 7.583240550503687729e-06
1.698243999999999971e+02 6.685517657993333091e-06
1.717907999999999902e+02 6.501085802389738766e-06
1.737801000000000045e+02 7.313087045278427176e-06
1.757923999999999864e+02 8.066445642690530632e-06
1.778278999999999996e+02 6.947277771349959607e-06
1.798871000000000038e+02 8.025238962818022421e-06
1.819701000000000022e+02 7.177187034956231431e-06
1.840772000000000048e+02 7.832015591019212458e-06
1.862086999999999932e+02 8.553765699479338842e-06
1.883649000000000058e+02 7.128621670082344169e-06
1.905460999999999956e+02 6.161519579781484649e-06
1.927524999999999977e+02 7.685305989907807928e-06
1.949844999999999970e+02 6.900210549317753887e-06
1.972423000000000002e+02 8.068584962079353016e-06
1.995261999999999887e+02 7.177184054446817971e-06
2.018366000000000042e+02 6.707883646646322502e-06
2.041738000000000000e+02 7.318158223511945282e-06
2.065380000000000109e+02 7.663567102257327844e-06
2.089295999999999935e+02 6.980752574279156070e-06
2.113488999999999862e+02 7.545688475691046151e-06
2.137961999999999989e+02 6.701769264151356569e-06
2.162718999999999880e+02 6.507538706239806424e-06
2.187761999999999887e+02 7.325139834679781044e-06
2.213095000000000141e+02 7.704703715147963243e-06
2.238720999999999890e+02 7.506426033104424471e-06
2.264644000000000119e+02 6.740094026014576793e-06
2.290868000000000109e+02 7.497464840427129219e-06
2.317394999999999925e+02 7.439412637618469021e-06
2.344228999999999985e+02 7.840426757742350585e-06
2.371374000000000137e+02 7.774493955916163591e-06
2.398832999999999913e+02 6.832920736073487823e-06
2.426610000000000014e+02 6.942664698892056230e-06
2.454709000000000003e+02 7.889764594605524727e-06
2.483132999999999981e+02 6.906628862929013832e-06
2.511886000000000081e+02 7.512157110821729004e-06
2.540972999999999900e+02 7.104293383653911268e-06
2.570396000000000072e+02 7.115532261473686156e-06
2.600160000000000196e+02 6.175478273876175813e-06
2.630267999999999802e+02 6.883890338299166701e-06
2.660724999999999909e+02 7.078810026305055996e-06
2.691535000000000082e+02 7.030714908936979964e-06
2.722701000000000136e+02 6.995747188350533855e-06
2.754229000000000269e+02 7.755815233117399634e-06
2.786120999999999981e+02 7.032640910937581378e-06
2.818383000000000038e+02 7.267130781013059566e-06
2.851018000000000256e+02 7.595904248188599232e-06
2.884032000000000266e+02 6.690568080589593574e-06
2.917427000000000135e+02 7.509639021553552177e-06
2.951209000000000060e+02 6.760284695337568418e-06
2.985382999999999925e+02 6.847841238219982700e-06
3.019952000000000112e+02 7.621706566506133220e-06
3.054920999999999935e+02 8.756215450425460466e-06
3.090294999999999845e+02 7.635413652053389926e-06
3.126078999999999724e+02 6.724567259520783688e-06
3.162278000000000020e+02 7.428409295973369864e-06
3.198894999999999982e+02 7.370739143890151807e-06
3.235937000000000126e+02 7.161945080804092650e-06
3.273407000000000266e+02 7.452878442676134498e-06
3.311311000000000035e+02 7.271280629969181965e-06
3.349653999999999883e+02 7.471518152438641250e-06
3.388442000000000007e+02 6.616071844142891913e-06
3.427678000000000225e+02 7.033218189528499932e-06
3.467368999999999915e+02 7.394619472071646931e-06
3.507518999999999778e+02 6.982160796064413809e-06
3.548134000000000015e+02 7.059715695137036600e-06
3.589218999999999937e+02 8.019286537046396444e-06
3.630781000000000063e+02 6.970255650247725635e-06
3.672823000000000206e+02 6.202232193337415454e-06
3.715351999999999748e+02 6.654999531815535936e-06
3.758374000000000024e+02 6.796722266834303482e-06
3.801893999999999778e+02 7.255226291220634490e-06
3.845917999999999779e+02 7.025539953360337442e-06
3.890450999999999908e+02 7.553271110162779173e-06
3.935500999999999863e+02 6.513725371228525060e-06
3.981071999999999775e+02 7.184288730402937349e-06
4.027169999999999845e+02 6.078750718250786435e-06
4.073802999999999770e+02 6.437913362469606707e-06
4.120975000000000250e+02 7.433446403578955208e-06
4.168693999999999846e+02 6.967983241503277027e-06
4.216965000000000146e+02 6.810557258259529439e-06
4.265794999999999959e+02 6.554304072530781789e-06
4.315190999999999804e+02 6.290221589385990162e-06
4.365158000000000129e+02 6.596811778017835383e-06
4.415704000000000065e+02 7.839398221443388785e-06
4.466836000000000126e+02 6.224325593192973421e-06
4.518559000000000196e+02 6.573092621805025225e-06
4.570881999999999721e+02 6.889457999957648316e-06
4.623809999999999718e+02 6.972725523348881550e-06
4.677350999999999885e+02 6.507654696309537554e-06
4.731512999999999920e+02 6.946780182984459414e-06
4.786301000000000272e+02 6.993292015900758519e-06
4.841723999999999819e+02 7.002277494762135425e-06
4.897787999999999897e+02 6.989962946351644925e-06
4.954501999999999953e+02 7.361754204304582749e-06
5.011872000000000185e+02 6.681019056106772476e-06
5.069907000000000039e+02 6.253305187695452365e-06
5.128614000000000033e+02 7.310725515762668109e-06
5.187999999999999545e+02 6.906589080754764230e-06
5.248075000000000045e+02 7.674785494301108232e-06
5.308844000000000278e+02 6.269759493502625124e-06
5.370317999999999756e+02 6.094478710187532150e-06
5.432503000000000384e+02 6.659703497046212672e-06
5.495408999999999651e+02 6.719545608804397601e-06
5.559043000000000347e+02 6.723856683539651258e-06
5.623413000000000466e+02 6.202736243538801255e-06
5.688528999999999769e+02 6.528553130299246228e-06
5.754398999999999660e+02 6.139474780254052113e-06
5.821032000000000153e+02 6.147661546783469560e-06
5.888437000000000126e+02 6.416849352854456770e-06
5.956621000000000095e+02 5.864872826512236247e-06
6.025596000000000458e+02 6.944039534321304556e-06
6.095368999999999460e+02 6.438336437475060737e-06
6.165950000000000273e+02 6.310879716711620871e-06
6.237347999999999502e+02 7.420826951978884844e-06
6.309573000000000320e+02 7.448568766330624617e-06
6.382635000000000218e+02 6.991395292519598767e-06
6.456541999999999462e+02 6.345039362011860664e-06
6.531305999999999585e+02 6.685576194712071621e-06
6.606933999999999969e+02 6.450662656909729459e-06
6.683438999999999623e+02 5.838079524284938393e-06
6.760829999999999700e+02 7.267093194326308363e-06
6.839116000000000213e+02 6.000669511519310009e-06
6.918310000000000173e+02 6.577941638565119847e-06
6.998419999999999845e+02 5.734473133064577534e-06
7.079457999999999629e+02 6.991335958166245969e-06
7.161434000000000424e+02 6.142587564644667094e-06
7.244360000000000355e+02 6.219487220676926850e-06
7.328244999999999436e+02 6.155507458460969231e-06
7.413102000000000089e+02 6.460096670890281795e-06
7.498941999999999553e+02 6.836628029345729876e-06
7.585775999999999613e+02 6.148250988431629088e-06
7.673614999999999782e+02 6.779186868670130585e-06
7.762471000000000458e+02 6.522902309175670883e-06
7.852355999999999767e+02 6.426582676824756680e-06
7.943282000000000380e+02 6.307776367123891608e-06
8.035261000000000422e+02 6.837565831636958413e-06
8.128305000000000291e+02 6.669301435761442864e-06
8.222426000000000386e+02 5.380512345265805483e-06
8.317637999999999465e+02 5.624874943310500658e-06
8.413950999999999567e+02 5.190807757724529538e-06
8.511380000000000337e+02 6.261936961398789738e-06
8.609937999999999647e+02 6.418260868009490111e-06
8.709636000000000422e+02 5.713586944026802548e-06
8.810489000000000033e+02 6.336622289634518619e-06
8.912509000000000015e+02 6.585831196301544354e-06
9.015711000000000013e+02 6.754376350471029143e-06
9.120108000000000175e+02 7.109718821796429788e-06
9.225714000000000397e+02 6.360231596125193537e-06
9.332542999999999438e+02 5.984815849735360192e-06
9.440608999999999469e+02 6.294603599412546421e-06
9.549926000000000386e+02 6.616966498239147623e-06
9.660508999999999560e+02 6.134419303007188254e-06
9.772372000000000298e+02 6.141537011074610989e-06
9.885530999999999722e+02 6.539621677048190033e-06
1.000000000000000000e+03 5.668008080674890726e-06
1.011578999999999951e+03 5.595172202546210871e-06
1.023293000000000006e+03 6.190907904873379239e-06
1.035142000000000053e+03 6.153339144554519152e-06
1.047128999999999905e+03 5.890121037894372475e-06
1.059253999999999905e+03 5.818895644830740448e-06
1.071519000000000005e+03 5.617505757206647691e-06
1.083926999999999907e+03 5.717865781271751240e-06
1.096478000000000065e+03 5.821449198478426895e-06
1.109174999999999955e+03 5.480225014722659669e-06
1.122018000000000029e+03 5.675680464121211262e-06
1.135010999999999967e+03 5.689722363204709062e-06
1.148153999999999996e+03 5.874857788413244553e-06
1.161449000000000069e+03 5.308122246651807591e-06
1.174897999999999911e+03 5.488327710720395138e-06
1.188501999999999953e+03 5.412682206245680961e-06
1.202263999999999896e+03 5.853686636872122674e-06
1.216185999999999922e+03 6.081863878762904574e-06
1.230269000000000005e+03 5.659410652898733795e-06
1.244515000000000100e+03 5.632808367405814389e-06
1.258924999999999955e+03 5.859361345489856128e-06
1.273502999999999929e+03 5.611377431830918301e-06
1.288250000000000000e+03 6.304254095592359746e-06
1.303166999999999916e+03 5.765714027048232466e-06
1.318257000000000062e+03 5.537713873013017382e-06
1.333520999999999958e+03 5.425512463298234348e-06
1.348962999999999965e+03 5.230883087940502530e-06
1.364583000000000084e+03 5.832733176446959101e-06
1.380384000000000015e+03 5.371316937148313415e-06
1.396367999999999938e+03 5.092980528445102974e-06
1.412538000000000011e+03 4.715272332190195734e-06
1.428894000000000005e+03 5.474133604852798020e-06
1.445440000000000055e+03 5.797647101890170486e-06
1.462176999999999907e+03 4.905431719938089884e-06
1.479107999999999947e+03 5.584774272029579382e-06
1.496236000000000104e+03 5.916301103239445926e-06
1.513560999999999922e+03 4.685013845338759994e-06
1.531086999999999989e+03 5.557730241536111787e-06
1.548817000000000007e+03 5.576535865971035044e-06
1.566750999999999976e+03 5.708184087011308122e-06
1.584893000000000029e+03 5.221281219848549183e-06
1.603244999999999891e+03 5.836046488604998977e-06
1.621809999999999945e+03 4.163373200019779918e-06
1.640589999999999918e+03 4.435516558491207387e-06
1.659586999999999989e+03 5.027267603731842850e-06
1.678804000000000087e+03 4.466677427817493846e-06
1.698243999999999915e+03 5.277289065411754467e-06
1.717907999999999902e+03 4.991504213683379741e-06
1.737800999999999931e+03 5.152165759481173555e-06
1.757923999999999978e+03 4.796177827762425430e-06
1.778278999999999996e+03 5.206364111650928487e-06
1.798871000000000095e+03 5.075327423653771774e-06
1.819701000000000022e+03 4.983627430538850809e-06
1.840771999999999935e+03 4.936715893236099894e-06
1.862086999999999989e+03 4.937759204894754151e-06
1.883648999999999887e+03 5.145716421732699470e-06
1.905461000000000013e+03 4.940392643792966677e-06
1.927525000000000091e+03 4.558316408611350540e-06
1.949845000000000027e+03 5.053640067083428470e-06
1.972423000000000002e+03 4.962424963870318882e-06
1.995261999999999944e+03 4.988119069256954405e-06
2.018365999999999985e+03 5.061911107715420472e-06
2.041738000000000056e+03 4.427504797490520907e-06
2.065380000000000109e+03 5.075151083812816023e-06
2.089295999999999822e+03 4.669260693311579325e-06
2.113489000000000033e+03 4.705765324869015049e-06
2.137961999999999989e+03 4.933802255240908362e-06
2.162719000000000051e+03 4.806828653843421140e-06
2.187762000000000171e+03 4.290825697973070606e-06
2.213094999999999800e+03 4.436557770762277905e-06
2.238721000000000004e+03 4.409514438104515344e-06
2.264643999999999778e+03 4.601905101111151596e-06
2.290867999999999938e+03 4.825836507754925739e-06
2.317394999999999982e+03 4.493730444793706891e-06
2.344228999999999814e+03 4.772146566699361386e-06
2.371373999999999796e+03 4.698627443322906664e-06
2.398833000000000084e+03 4.170077757834329775e-06
2.426610000000000127e+03 4.542766340259207565e-06
2.454708999999999833e+03 4.061494615255362268e-06
2.483132999999999811e+03 4.260007586595970760e-06
2.511885999999999967e+03 4.252708113228843797e-06
2.540972999999999956e+03 4.733847444327772151e-06
2.570396000000000186e+03 4.472542196719851927e-06
2.600159999999999854e+03 4.157692065801321473e-06
2.630268000000000029e+03 4.539909191025994941e-06
2.660724999999999909e+03 4.808402452817548145e-06
2.691534999999999854e+03 4.178189882081318137e-06
2.722701000000000022e+03 4.185863914864952974e-06
2.754228999999999814e+03 4.488893435805173773e-06
2.786121000000000095e+03 4.636886556774772102e-06
2.818382999999999811e+03 4.345705839840874450e-06
2.851018000000000029e+03 4.411019648483864933e-06
2.884032000000000153e+03 4.252581628345908360e-06
2.917427000000000135e+03 3.930903363380416417e-06
2.951208999999999833e+03 3.559600067414807396e-06
2.985382999999999811e+03 4.568321332429259187e-06
3.019952000000000226e+03 3.788753697802116172e-06
3.054920999999999822e+03 4.331204682273064757e-06
3.090295000000000073e+03 3.914094320545529107e-06
3.126079000000000178e+03 3.840174686781042265e-06
3.162277999999999793e+03 4.304413242379576000e-06
3.198894999999999982e+03 3.857029584974031391e-06
3.235936999999999898e+03 3.927247104086124664e-06
3.273407000000000153e+03 4.043263239394697931e-06
3.311311000000000149e+03 3.741135004316719579e-06
3.349653999999999996e+03 4.247300023043125577e-06
3.388442000000000007e+03 4.202397765405212974e-06
3.427677999999999884e+03 3.784781453546315198e-06
3.467369000000000142e+03 3.739484006664995136e-06
3.507518999999999778e+03 4.284699841278662390e-06
3.548134000000000015e+03 3.892196010189671334e-06
3.589219000000000051e+03 3.869038307074936027e-06
3.630780999999999949e+03 3.558155443775707188e-06
3.672822999999999865e+03 3.757850200941276196e-06
3.715351999999999862e+03 3.878177455847091864e-06
3.758373999999999796e+03 3.823836169016446779e-06
3.801893999999999778e+03 3.661373378967289173e-06
3.845918000000000120e+03 3.401896221909140942e-06
3.890451000000000022e+03 3.263998907667039674e-06
3.935501000000000204e+03 3.672418396848990027e-06
3.981072000000000116e+03 3.664063069954168603e-06
4.027170000000000073e+03 3.632837202130404778e-06
4.073802999999999884e+03 3.453517876317377841e-06
4.120975000000000364e+03 3.372647570539779039e-06
4.168694000000000415e+03 3.491957631220272531e-06
4.216965000000000146e+03 3.304795466041044216e-06
4.265795000000000073e+03 3.591800287341598591e-06
4.315190999999999804e+03 3.706270740524754002e-06
4.365158000000000357e+03 3.514095575836985115e-06
4.415703999999999724e+03 3.537376888126176379e-06
4.466836000000000240e+03 3.384926810956254496e-06
4.518559000000000196e+03 3.263978863308896492e-06
4.570881999999999607e+03 3.372425813048947105e-06
4.623810000000000400e+03 3.183966800643856618e-06
4.677350999999999658e+03 3.153208373692097417e-06
4.731512999999999920e+03 4.018999180894626847e-06
4.786301000000000386e+03 3.316543253390586392e-06
4.841724000000000160e+03 3.053502044691769977e-06
4.897787999999999556e+03 3.345810549606861255e-06
4.954502000000000407e+03 3.060080014308016186e-06
5.011872000000000298e+03 3.129059574344050310e-06
5.069907000000000153e+03 3.175222485979772157e-06
5.128613999999999578e+03 3.017659470737297361e-06
5.188000000000000000e+03 2.916482075996669613e-06
5.248074999999999818e+03 3.273865515206783251e-06
5.308844000000000051e+03 3.169198632966098877e-06
5.370318000000000211e+03 3.285677103460163987e-06
5.432502999999999702e+03 3.210736702040750296e-06
5.495408999999999651e+03 2.876784061356158107e-06
5.559042999999999665e+03 3.215727575966892081e-06
5.623412999999999556e+03 3.282956269940718420e-06
5.688529000000000451e+03 2.797165251612093038e-06
5.754399000000000342e+03 2.961294463032594522e-06
5.821032000000000153e+03 3.351421630836159280e-06
5.888436999999999898e+03 3.028166910131744227e-06
5.956621000000000095e+03 2.881072942458532956e-06
6.025595999999999549e+03 3.086641839194851946e-06
6.095368999999999687e+03 3.018035465428271245e-06
6.165949999999999818e+03 3.012647219219485339e-06
6.237347999999999956e+03 3.078040626992095592e-06
6.309573000000000320e+03 2.971411202031030016e-06
6.382635000000000218e+03 3.268373094518721637e-06
6.456542000000000371e+03 2.944459239181449263e-06
6.531305999999999585e+03 2.743425539918586333e-06
6.606934000000000196e+03 2.794482117896001533e-06
6.683439000000000306e+03 2.821573650584222061e-06
6.760829999999999927e+03 2.670886942844596862e-06
6.839115999999999985e+03 2.544330507196480468e-06
6.918310000000000400e+03 2.947587258683765334e-06
6.998420000000000073e+03 2.516307291226299494e-06
7.079457999999999629e+03 2.384129625711797326e-06
7.161434000000000196e+03 2.635166661821759459e-06
7.244359999999999673e+03 2.865474521224806075e-06
7.328244999999999891e+03 2.762180765981336371e-06
7.413101999999999862e+03 2.582953358616352083e-06
7.498942000000000007e+03 2.629726616400867643e-06
7.585775999999999840e+03 2.875092191124743342e-06
7.673614999999999782e+03 2.791729012490233541e-06
7.762470999999999549e+03 2.806349627958971584e-06
7.852355999999999767e+03 2.495736914713842901e-06
7.943282000000000153e+03 2.914908844325518291e-06
8.035261000000000422e+03 2.833328530619800254e-06
8.128305000000000291e+03 2.417128172761310492e-06
8.222425999999999476e+03 2.573259669314115093e-06
8.317638000000000829e+03 2.384930498064439423e-06
8.413950999999999112e+03 2.667482937729925263e-06
8.511379999999999200e+03 2.360974548493472427e-06
8.609938000000000102e+03 2.234706879156368250e-06
8.709636000000000422e+03 2.279527281595310546e-06
8.810488999999999578e+03 2.213544173209615353e-06
8.912509000000000015e+03 2.332609325991078272e-06
9.015710999999999331e+03 2.171752181203942001e-06
9.120108000000000175e+03 2.128901723569106682e-06
9.225713999999999942e+03 2.363777729157941709e-06
9.332542999999999665e+03 2.647817353589969071e-06
9.440609000000000378e+03 2.389913130377771787e-06
9.549925999999999476e+03 2.426688379687942242e-06
9.660509000000000015e+03 2.212395662898270313e-06
9.772371999999999389e+03 2.386212008801221232e-06
9.885531000000000859e+03 2.307927170724824356e-06
1.000000000000000000e+04 2.486592619952377222e-06
1.011579000000000087e+04 2.353441460933060404e-06
1.023293000000000029e+04 2.211169806621346158e-06
1.035142000000000007e+04 2.201960744628021730e-06
1.047129000000000087e+04 2.172226918280379506e-06
1.059254000000000087e+04 1.922187582727687751e-06
1.071519000000000051e+04 2.428188215449276887e-06
1.083927000000000044e+04 2.173269586972349789e-06
1.096478000000000065e+04 2.123045585267822416e-06
1.109175000000000000e+04 2.016376214951969515e-06
1.122018000000000029e+04 2.158305073475616017e-06
1.135011000000000058e+04 2.059319659855605953e-06
1.148154000000000087e+04 2.039001833610472804e-06
1.161448999999999978e+04 2.103522773739669171e-06
1.174897999999999956e+04 1.926690881151492659e-06
1.188502000000000044e+04 2.198991590161357047e-06
1.202263999999999942e+04 2.204879855687284794e-06
1.216186000000000058e+04 2.051245376071298373e-06
1.230269000000000051e+04 2.205331628184735177e-06
1.244514999999999964e+04 2.006527901373215493e-06
1.258925000000000000e+04 1.703024236949438039e-06
1.273503000000000065e+04 2.122343555170745447e-06
1.288250000000000000e+04 2.067439784633046378e-06
1.303167000000000007e+04 2.111704069046285566e-06
1.318256999999999971e+04 1.964333328590578228e-06
1.333520999999999913e+04 2.096357327469143443e-06
1.348962999999999920e+04 2.057102189840944438e-06
1.364582999999999993e+04 2.125775218313470944e-06
1.380384000000000015e+04 1.718901034252188719e-06
1.396368000000000029e+04 2.211642273802662460e-06
1.412537999999999920e+04 2.020108751166350095e-06
1.428894000000000051e+04 1.970733830509984709e-06
1.445439999999999964e+04 1.754467249256724873e-06
1.462177000000000044e+04 1.761800497935688937e-06
1.479107999999999993e+04 1.927337835740108888e-06
1.496236000000000058e+04 1.967210688889679156e-06
1.513561000000000058e+04 1.842993719327377551e-06
1.531087000000000080e+04 1.912384624379888156e-06
1.548817000000000007e+04 1.813608795781494112e-06
1.566751000000000022e+04 1.770705934658370307e-06
1.584893000000000029e+04 1.884513889603402135e-06
1.603245000000000073e+04 1.552341392882047340e-06
1.621810000000000036e+04 1.844926724024882511e-06
1.640590000000000146e+04 1.811984639138776022e-06
1.659586999999999898e+04 1.692119426476255097e-06
1.678804000000000087e+04 1.735116278536649463e-06
1.698243999999999869e+04 1.811584323499164071e-06
1.717908000000000175e+04 1.760571139950434862e-06
1.737800999999999840e+04 1.646025201351737034e-06
1.757924000000000160e+04 1.483173143298044562e-06
1.778279000000000087e+04 1.745007837980015606e-06
1.798870999999999913e+04 1.968904741171067675e-06
1.819700999999999840e+04 1.768067343326135927e-06
1.840772000000000116e+04 1.671489519615937156e-06
1.862086999999999898e+04 1.509069485323621892e-06
1.883649000000000160e+04 1.670927489046242326e-06
1.905461000000000058e+04 1.577196260346852687e-06
1.927525000000000000e+04 1.693305285697361970e-06
1.949845000000000073e+04 1.503912769300694325e-06
1.972422999999999956e+04 1.614736133930597267e-06
1.995261999999999898e+04 1.497681820729446337e-06
2.018365999999999985e+04 1.310561041642996920e-06
2.041738000000000102e+04 1.336023692502199873e-06
2.065379999999999927e+04 1.520045796583914609e-06
2.089295999999999913e+04 1.496459956729046122e-06
2.113488999999999942e+04 1.391985507284697958e-06
2.137961999999999898e+04 1.551441302452603783e-06
2.162718999999999869e+04 1.515235717682691386e-06
2.187761999999999898e+04 1.293757716624580429e-06
2.213095000000000073e+04 1.501131502538525805e-06
2.238720999999999913e+04 1.428826053079752750e-06
2.264643999999999869e+04 1.359064960483917322e-06
2.290868000000000029e+04 1.386484955387466896e-06
2.317395000000000073e+04 1.568264609124673647e-06
2.344229000000000087e+04 1.505198492515722827e-06
2.371374000000000160e+04 1.503898430051612188e-06
2.398833000000000175e+04 1.533595411901256183e-06
2.426609999999999854e+04 1.411871261448709587e-06
2.454709000000000015e+04 1.509285094425620108e-06
2.483133000000000175e+04 1.280788521981801029e-06
2.511886000000000058e+04 1.334097680874742058e-06
2.540972999999999956e+04 1.260141494214809858e-06
2.570395999999999913e+04 1.429939432867505266e-06
2.600159999999999854e+04 1.209377561328477935e-06
2.630268000000000029e+04 1.485324053892925298e-06
2.660725000000000000e+04 1.345233245540175835e-06
2.691534999999999854e+04 1.403495239020377471e-06
2.722700999999999840e+04 1.258442872031421508e-06
2.754229000000000087e+04 1.113649687693593087e-06
2.786120999999999913e+04 1.337590772016232218e-06
2.818383000000000175e+04 1.400121526626169209e-06
2.851018000000000029e+04 1.128117066815384531e-06
2.884031999999999971e+04 1.242106683750225480e-06
2.917427000000000044e+04 1.314854284200231681e-06
2.951209000000000015e+04 1.223462379321360090e-06
2.985383000000000175e+04 1.357148711715201675e-06
3.019952000000000044e+04 1.287955007815795371e-06
3.054920999999999913e+04 1.253899491105542348e-06
3.090295000000000073e+04 1.309514743214195499e-06
3.126079000000000087e+04 1.294083028830457231e-06
3.162277999999999884e+04 1.220159204698237859e-06
3.198895000000000073e+04 1.108116344245400716e-06
3.235936999999999898e+04 1.130331645357999239e-06
3.273406999999999971e+04 1.330528203187995717e-06
3.311311000000000058e+04 1.247561954198267096e-06
3.349654000000000087e+04 1.188455821909007883e-06
3.388441999999999825e+04 1.236231391433898308e-06
3.427677999999999884e+04 1.070316762442845314e-06
3.467369000000000233e+04 1.156585916996488116e-06
3.507519000000000233e+04 1.048247468338600157e-06
3.548133999999999651e+04 1.141122968097455227e-06
3.589219000000000233e+04 1.014811339022671213e-06
3.630780999999999767e+04 1.076948485120634461e-06
3.672823000000000320e+04 1.126882861079883193e-06
3.715351999999999680e+04 1.141543200107076827e-06
3.758373999999999796e+04 1.184918438510880984e-06
3.801894000000000233e+04 1.042516285381072782e-06
3.845918000000000029e+04 1.018520089522755273e-06
3.890451000000000204e+04 1.097177094068853801e-06
3.935501000000000204e+04 9.979669046897385331e-07
3.981072000000000116e+04 1.024125644281219518e-06
4.027169999999999709e+04 9.479526388785752916e-07
4.073802999999999884e+04 1.073493393861201094e-06
4.120975000000000000e+04 1.070299462487489381e-06
4.168694000000000233e+04 1.004961829989333885e-06
4.216965000000000146e+04 9.544803736691030731e-07
4.265794999999999709e+04 9.643943944013269893e-07
4.315191000000000349e+04 1.110173117590863686e-06
4.365158000000000175e+04 9.947581198284263873e-07
4.415704000000000087e+04 8.780591391113814602e-07
4.466836000000000058e+04 8.958952768193346373e-07
4.518558999999999651e+04 1.039410886394629102e-06
4.570881999999999971e+04 9.840062562894185113e-07
4.623809999999999854e+04 9.903685376497519663e-07
4.677351000000000204e+04 9.987427804415456041e-07
4.731512999999999738e+04 8.901621047140285853e-07
4.786301000000000204e+04 9.157641087637009079e-07
4.841723999999999796e+04 9.498674214147113378e-07
4.897787999999999738e+04 8.996024070752466798e-07
4.954501999999999680e+04 8.908729727658133042e-07
5.011872000000000116e+04 8.644847120607648358e-07
5.069906999999999971e+04 8.199726437984983384e-07
5.128613999999999942e+04 8.566139353650514266e-07
5.188000000000000000e+04 7.950917907533342580e-07
5.248075000000000000e+04 8.672319747956270252e-07
5.308844000000000233e+04 8.912106640931405610e-07
5.370318000000000029e+04 9.025299040882768125e-07
5.432502999999999884e+04 8.984395988848548885e-07
