k W
8.128304999999999558e-02 1.257467999237997614e-07
8.222425999999999346e-02 1.314396105390461089e-07
8.317637999999999421e-02 1.373844533409905400e-07
8.413951000000000069e-02 1.435920755160802742e-07
8.511380000000000334e-02 1.500736638053530428e-07
8.609938000000000313e-02 1.568408515796965478e-07
8.709635999999999767e-02 1.639057212886696548e-07
8.810489000000000515e-02 1.712808546965024441e-07
8.912509000000000403e-02 1.789793123669801455e-07
9.015710999999999864e-02 1.870146431975005145e-07
9.120108000000000381e-02 1.954009851986255360e-07
9.225714000000000137e-02 2.041529620182648986e-07
9.332543000000000089e-02 2.132857707407487430e-07
9.440608999999999806e-02 2.228152382294118230e-07
9.549926000000000248e-02 2.327577019100767355e-07
9.660509000000000457e-02 2.431301595048595639e-07
9.772372000000000003e-02 2.539503170799163470e-07
9.885531000000000179e-02 2.652364068632717308e-07
1.000000000000000056e-01 2.770074449083583537e-07
1.011578999999999950e-01 2.892830570676472064e-07
1.023292999999999980e-01 3.020836365210427058e-07
1.035142000000000007e-01 3.154303330150211266e-07
1.047128999999999976e-01 3.293449708881697235e-07
1.059254000000000029e-01 3.438502342697615182e-07
1.071518999999999944e-01 3.589695535883601602e-07
1.083926999999999946e-01 3.747271821735773957e-07
1.096478000000000036e-01 3.911482059102107050e-07
1.109175000000000022e-01 4.082526555736814545e-07
1.122018000000000043e-01 4.260785586998668205e-07
1.135010999999999937e-01 4.446423043913009880e-07
1.148153999999999980e-01 4.639837535612617770e-07
1.161448999999999954e-01 4.841211679690554231e-07
1.174898000000000053e-01 5.050962061569766372e-07
1.188502000000000031e-01 5.269291029899493149e-07
1.202263999999999972e-01 5.496581005473380293e-07
1.216185999999999934e-01 5.733214389490817063e-07
1.230268999999999946e-01 5.979433271573665103e-07
1.244515000000000066e-01 6.235693234795629998e-07
1.258924999999999905e-01 6.502256994733774736e-07
1.273502999999999996e-01 6.779601315770023536e-07
1.288249999999999951e-01 7.068009928790699052e-07
1.303167000000000075e-01 7.367931079041409307e-07
1.318256999999999901e-01 7.679815458778820641e-07
1.333521000000000012e-01 8.003988080397995480e-07
1.348962999999999968e-01 8.340967382110408101e-07
1.364583000000000046e-01 8.691100417732762512e-07
1.380384000000000055e-01 9.054927443531484622e-07
1.396368000000000054e-01 9.432815038334093349e-07
1.412538000000000127e-01 9.825325259896165957e-07
1.428893999999999997e-01 1.023284398039330024e-06
1.445440000000000058e-01 1.065590958222772453e-06
1.462177000000000060e-01 1.109505946968830884e-06
1.479108000000000089e-01 1.155071757963879978e-06
1.496235999999999955e-01 1.202348590534890914e-06
1.513560999999999934e-01 1.251380473347113673e-06
1.531086999999999865e-01 1.302229168338942280e-06
1.548817000000000110e-01 1.354940374230970706e-06
1.566751000000000116e-01 1.409573220235468670e-06
1.584892999999999996e-01 1.466186682672782821e-06
1.603245000000000087e-01 1.524829196242502805e-06
1.621809999999999918e-01 1.585564743834757128e-06
1.640590000000000104e-01 1.648442432696976551e-06
1.659586999999999868e-01 1.713527015027469533e-06
1.678804000000000129e-01 1.780867871533974220e-06
1.698243999999999865e-01 1.850530132729640894e-06
1.717907999999999935e-01 1.922563290387811972e-06
1.737800999999999929e-01 1.997028096046478350e-06
1.757923999999999876e-01 2.073984661910923491e-06
1.778279000000000110e-01 2.153481828227161052e-06
1.798870999999999942e-01 2.235581916358213913e-06
1.819700999999999957e-01 2.320332237726208344e-06
1.840771999999999964e-01 2.407793153276104040e-06
1.862087000000000048e-01 2.498009743815466921e-06
1.883649000000000018e-01 2.591039113947125723e-06
1.905460999999999960e-01 2.686922698606783508e-06
1.927524999999999933e-01 2.785711168019600901e-06
1.949845000000000050e-01 2.887451031289173044e-06
1.972423000000000093e-01 2.992178011375464594e-06
1.995261999999999869e-01 3.099936522132465669e-06
2.018366000000000049e-01 3.210755627890292513e-06
2.041737999999999886e-01 3.324673634771421683e-06
2.065379999999999994e-01 3.441711472064719371e-06
2.089295999999999931e-01 3.561896222144858515e-06
2.113489000000000062e-01 3.685248747877068103e-06
2.137961999999999918e-01 3.811777363765473224e-06
2.162718999999999892e-01 3.941495372700347193e-06
2.187762000000000040e-01 4.074399074654721884e-06
2.213094999999999923e-01 4.210489322299287003e-06
2.238720999999999905e-01 4.349749709345713797e-06
2.264644000000000101e-01 4.492166079533453132e-06
2.290868000000000071e-01 4.637707336237553791e-06
2.317394999999999872e-01 4.786340449491903271e-06
2.344228999999999896e-01 4.938024261053719472e-06
2.371373999999999982e-01 5.092699873945166192e-06
2.398832999999999938e-01 5.250310000155168185e-06
2.426609999999999878e-01 5.410774727399472012e-06
2.454708999999999919e-01 5.574015661683512677e-06
2.483132999999999868e-01 5.739931270499650358e-06
2.511885999999999841e-01 5.908417941315672039e-06
2.540973000000000259e-01 6.079350265138915184e-06
2.570395999999999792e-01 6.252598448791883003e-06
2.600160000000000249e-01 6.428015912278098947e-06
2.630268000000000050e-01 6.605438570572866429e-06
2.660724999999999896e-01 6.784695582519325098e-06
2.691534999999999900e-01 6.965592095110667900e-06
2.722701000000000149e-01 7.147928503808987985e-06
2.754229000000000260e-01 7.331479587837627268e-06
2.786120999999999737e-01 7.516012111667963520e-06
2.818382999999999861e-01 7.701276931896379951e-06
2.851018000000000163e-01 7.887003061933491323e-06
2.884032000000000262e-01 8.072910362056119672e-06
2.917427000000000215e-01 8.258696385753600268e-06
2.951209000000000193e-01 8.444050016681320397e-06
2.985382999999999787e-01 8.628637388882926345e-06
3.019952000000000192e-01 8.812116992912160144e-06
3.054920999999999887e-01 8.994124459978184029e-06
3.090295000000000125e-01 9.174287441727657264e-06
3.126078999999999941e-01 9.352220462334726150e-06
3.162278000000000033e-01 9.527519685561142374e-06
3.198894999999999933e-01 9.699776737487124064e-06
3.235936999999999841e-01 9.868564709354786144e-06
3.273406999999999845e-01 1.003345871202195668e-05
3.311311000000000115e-01 1.019401401984534086e-05
3.349654000000000242e-01 1.034979059564638892e-05
3.388441999999999843e-01 1.050033703805206877e-05
3.427678000000000114e-01 1.064520360802766379e-05
3.467369000000000145e-01 1.078394313239133893e-05
3.507519000000000053e-01 1.091610393525964689e-05
3.548134000000000010e-01 1.104124945541405998e-05
3.589219000000000159e-01 1.115894199805111515e-05
3.630781000000000147e-01 1.126876467550898154e-05
3.672823000000000060e-01 1.137030489608720647e-05
3.715352000000000099e-01 1.146317969843826378e-05
3.758373999999999882e-01 1.154701630134455129e-05
3.801894000000000107e-01 1.162147665895324522e-05
3.845917999999999837e-01 1.168624822165159993e-05
3.890450999999999770e-01 1.174104785984021261e-05
3.935501000000000138e-01 1.178563718326769816e-05
3.981071999999999944e-01 1.181981038645952986e-05
4.027169999999999916e-01 1.184341476087304125e-05
4.073802999999999730e-01 1.185634032274570900e-05
4.120975000000000055e-01 1.185853478765911713e-05
4.168694000000000011e-01 1.184999907823911431e-05
4.216964999999999741e-01 1.183079681532921997e-05
4.265795000000000003e-01 1.180105687756031709e-05
4.315190999999999888e-01 1.176096779454033289e-05
4.365158000000000094e-01 1.171079728922130216e-05
4.415703999999999740e-01 1.165087633778942766e-05
4.466836000000000140e-01 1.158161584050378732e-05
4.518558999999999770e-01 1.150349363602027061e-05
4.570882000000000001e-01 1.141706864759895373e-05
4.623809999999999865e-01 1.132297349141229617e-05
4.677351000000000147e-01 1.122191029131340498e-05
4.731512999999999969e-01 1.111465639180993329e-05
4.786301000000000028e-01 1.100205251969657650e-05
4.841724000000000028e-01 1.088500928704827949e-05
4.897788000000000141e-01 1.076449149920973700e-05
4.954502000000000073e-01 1.064151916866423621e-05
5.011872000000000549e-01 1.051715648097398579e-05
5.069907000000000163e-01 1.039250345780616040e-05
5.128614000000000228e-01 1.026869146613935534e-05
5.188000000000000389e-01 1.014686037519269675e-05
5.248074999999999823e-01 1.002816057043042052e-05
5.308844000000000340e-01 9.913729001624474308e-06
5.370317999999999481e-01 9.804682655310563560e-06
5.432502999999999638e-01 9.702096591750593857e-06
5.495408999999999988e-01 9.606996551269167981e-06
5.559043000000000179e-01 9.520335343622843784e-06
5.623413000000000439e-01 9.442980199115087118e-06
5.688528999999999947e-01 9.375698270004721941e-06
5.754399000000000042e-01 9.319134782473508806e-06
5.821032000000000428e-01 9.273803129517938480e-06
5.888436999999999699e-01 9.240065406316894434e-06
5.956620999999999722e-01 9.218125776521056766e-06
6.025595999999999730e-01 9.208009240832497260e-06
6.095369000000000481e-01 9.209560925226588422e-06
6.165950000000000042e-01 9.222431896472349272e-06
6.237348000000000336e-01 9.246079820567225290e-06
6.309573000000000542e-01 9.279765745188421006e-06
6.382634999999999836e-01 9.322553728486047172e-06
6.456541999999999559e-01 9.373323741923802235e-06
6.531306000000000056e-01 9.430774401953757595e-06
6.606933999999999862e-01 9.493445617637532278e-06
6.683438999999999908e-01 9.559731211967854533e-06
6.760829999999999895e-01 9.627909933025420412e-06
6.839115999999999529e-01 9.696166786895783952e-06
6.918309999999999738e-01 9.762633126249441483e-06
6.998419999999999641e-01 9.825419666845337146e-06
7.079457999999999585e-01 9.882655867078005325e-06
7.161433999999999855e-01 9.932537577791839036e-06
7.244359999999999689e-01 9.973368035391991888e-06
7.328244999999999898e-01 1.000360751895452798e-05
7.413102000000000302e-01 1.002191582946938782e-05
7.498941999999999553e-01 1.002720152439959915e-05
7.585775999999999630e-01 1.001865833162836042e-05
7.673615000000000297e-01 9.995809474324570673e-06
7.762470999999999677e-01 9.958534037107401386e-06
7.852356000000000336e-01 9.907091406797434866e-06
7.943282000000000398e-01 9.842141118153036451e-06
8.035261000000000209e-01 9.764740854310631593e-06
8.128305000000000113e-01 9.676347974805849111e-06
8.222426000000000457e-01 9.578789998658419905e-06
8.317638000000000531e-01 9.474241475649098775e-06
8.413950999999999514e-01 9.365169122747904828e-06
8.511379999999999502e-01 9.254276104257056913e-06
8.609938000000000313e-01 9.144429326685421533e-06
8.709635999999999489e-01 9.038567762456322806e-06
8.810489000000000237e-01 8.939617866900247093e-06
8.912508999999999570e-01 8.850381328371382473e-06
9.015710999999999586e-01 8.773437153430768055e-06
9.120108000000000104e-01 8.711027629846729146e-06
9.225714000000000414e-01 8.664962862170993302e-06
9.332542999999999811e-01 8.636519160032467054e-06
9.440608999999999806e-01 8.626363346004195276e-06
9.549925999999999693e-01 8.634487471916227127e-06
9.660509000000000457e-01 8.660167919534088888e-06
9.772372000000000281e-01 8.701954134979885544e-06
9.885530999999999624e-01 8.757683977573559706e-06
1.000000000000000000e+00 8.824537733718225852e-06
1.011579000000000006e+00 8.899119344486027431e-06
1.023293000000000008e+00 8.977578785726835416e-06
1.035142000000000007e+00 9.055759309513843500e-06
1.047128999999999976e+00 9.129379304648547390e-06
1.059253999999999918e+00 9.194229589598364053e-06
1.071519000000000110e+00 9.246384276435202381e-06
1.083927000000000085e+00 9.282420757210052385e-06
1.096478000000000064e+00 9.299620931517962855e-06
1.109175000000000022e+00 9.296164019834178438e-06
1.122017999999999960e+00 9.271271055773280305e-06
1.135010999999999992e+00 9.225316385197187616e-06
1.148153999999999897e+00 9.159870796666751838e-06
1.161448999999999954e+00 9.077684415487657444e-06
1.174897999999999998e+00 8.982592539669096227e-06
1.188501999999999947e+00 8.879346539321236607e-06
1.202263999999999999e+00 8.773374750908196167e-06
1.216185999999999989e+00 8.670477284791682318e-06
1.230269000000000057e+00 8.576471332902027987e-06
1.244515000000000038e+00 8.496803858640256034e-06
1.258925000000000072e+00 8.436163054979503638e-06
1.273503000000000052e+00 8.398100841151873947e-06
1.288249999999999895e+00 8.384718089136089639e-06
1.303166999999999964e+00 8.396422549977360973e-06
1.318257000000000012e+00 8.431796552665242402e-06
1.333520999999999956e+00 8.487599377434632534e-06
1.348962999999999912e+00 8.558909320606813818e-06
1.364583000000000101e+00 8.639417058751627042e-06
1.380384000000000055e+00 8.721856173500804448e-06
1.396368000000000054e+00 8.798556802489560189e-06
1.412538000000000071e+00 8.862070732973632563e-06
1.428894000000000108e+00 8.905839844671822953e-06
1.445440000000000058e+00 8.924833903191255310e-06
1.462177000000000060e+00 8.916096439272584056e-06
1.479108000000000089e+00 8.879151307242577656e-06
1.496235999999999899e+00 8.816189459908468627e-06
1.513560999999999934e+00 8.732015057011974807e-06
1.531087000000000087e+00 8.633717086358075091e-06
1.548817000000000110e+00 8.530080988780729682e-06
1.566751000000000005e+00 8.430765020333093570e-06
1.584893000000000107e+00 8.345319440464013714e-06
1.603245000000000031e+00 8.282129323946924853e-06
1.621809999999999974e+00 8.247406916311753131e-06
1.640589999999999993e+00 8.244348979338005849e-06
1.659586999999999923e+00 8.272582117126787738e-06
1.678803999999999963e+00 8.327999523675840598e-06
1.698244000000000087e+00 8.403040472274925839e-06
1.717907999999999991e+00 8.487441203992657294e-06
1.737800999999999929e+00 8.569390851093307049e-06
1.757924000000000042e+00 8.636997893955246000e-06
1.778278999999999943e+00 8.679883749416530066e-06
1.798871000000000109e+00 8.690699321907685633e-06
1.819701000000000013e+00 8.666342822420602731e-06
1.840772000000000075e+00 8.608651846419499283e-06
1.862087000000000048e+00 8.524427961728268938e-06
1.883648999999999907e+00 8.424699953551409272e-06
1.905461000000000071e+00 8.323273687953735751e-06
1.927524999999999933e+00 8.234716296123939495e-06
1.949845000000000050e+00 8.172050188270102089e-06
1.972423000000000037e+00 8.144511524893069605e-06
1.995262000000000091e+00 8.155767290359501584e-06
2.018365999999999882e+00 8.202955613739471504e-06
2.041738000000000053e+00 8.276803945799977212e-06
2.065380000000000216e+00 8.362933582326212783e-06
2.089296000000000042e+00 8.444213682967263189e-06
2.113488999999999951e+00 8.503841216400465547e-06
2.137961999999999918e+00 8.528611536434285110e-06
2.162719000000000058e+00 8.511740258199223307e-06
2.187762000000000207e+00 8.454616169537331456e-06
2.213095000000000034e+00 8.366989282182276809e-06
2.238720999999999961e+00 8.265397212279835268e-06
2.264644000000000101e+00 8.169981807434185161e-06
2.290868000000000126e+00 8.100234748581144453e-06
2.317394999999999872e+00 8.070543688011453726e-06
2.344228999999999896e+00 8.086558483742310095e-06
2.371373999999999871e+00 8.143339489915727339e-06
2.398833000000000215e+00 8.225937248218964689e-06
2.426610000000000156e+00 8.312513967120332872e-06
2.454708999999999808e+00 8.379478600321104545e-06
2.483133000000000035e+00 8.407507231408250449e-06
2.511886000000000063e+00 8.386917734175579204e-06
2.540973000000000148e+00 8.320857658127409596e-06
2.570396000000000125e+00 8.225181544616774247e-06
2.600159999999999805e+00 8.124689148325294879e-06
2.630268000000000050e+00 8.046448294489409506e-06
2.660724999999999785e+00 8.011891464153242509e-06
2.691535000000000011e+00 8.029981327939712658e-06
2.722700999999999816e+00 8.093700693300268925e-06
2.754229000000000038e+00 8.181353543827782286e-06
2.786121000000000070e+00 8.262753525009863465e-06
2.818382999999999861e+00 8.308756713381035194e-06
2.851017999999999830e+00 8.301213513105750821e-06
2.884031999999999929e+00 8.239911561172970470e-06
2.917426999999999992e+00 8.143687669524634110e-06
2.951208999999999971e+00 8.044695047157382703e-06
2.985383000000000120e+00 7.977237607317837450e-06
3.019951999999999970e+00 7.964869480344968571e-06
3.054921000000000220e+00 8.010635107129921714e-06
3.090294999999999792e+00 8.094672046012148364e-06
3.126078999999999830e+00 8.180948346331522482e-06
3.162278000000000144e+00 8.231278302169227581e-06
3.198894999999999822e+00 8.221395474483400074e-06
3.235936999999999841e+00 8.152279896479777024e-06
3.273407000000000178e+00 8.051178165367399252e-06
3.311310999999999893e+00 7.960762591197585269e-06
3.349654000000000131e+00 7.920240601555811371e-06
3.388441999999999954e+00 7.946580557118546449e-06
3.427677999999999781e+00 8.025011402433515588e-06
3.467369000000000145e+00 8.114518186470328267e-06
3.507518999999999831e+00 8.167096814493865736e-06
3.548134000000000121e+00 8.152192212470446943e-06
3.589218999999999937e+00 8.073861849246815971e-06
3.630780999999999814e+00 7.970557963739522073e-06
3.672823000000000171e+00 7.895845175850681899e-06
3.715352000000000210e+00 7.889003396575543871e-06
3.758373999999999882e+00 7.951534026746384673e-06
3.801893999999999885e+00 8.044119972412473507e-06
3.845918000000000170e+00 8.108014757768247215e-06
3.890451000000000104e+00 8.100149874450590222e-06
3.935500999999999916e+00 8.021156073293395024e-06
3.981072000000000166e+00 7.917439151891538632e-06
4.027169999999999916e+00 7.853242279863795086e-06
4.073802999999999841e+00 7.868464063055598295e-06
4.120974999999999611e+00 7.949870418448905390e-06
4.168694000000000344e+00 8.037379192239893518e-06
4.216965000000000074e+00 8.064517382338280593e-06
4.265794999999999781e+00 8.006779851253263707e-06
4.315191000000000443e+00 7.902342642807330840e-06
4.365158000000000094e+00 7.826382914590202184e-06
4.415703999999999851e+00 7.834388930955422863e-06
4.466835999999999807e+00 7.916746883684163622e-06
4.518558999999999770e+00 8.002935038355932039e-06
4.570882000000000112e+00 8.016886682495714204e-06
4.623809999999999754e+00 7.941434531434152566e-06
4.677350999999999814e+00 7.836523273947241489e-06
4.731512999999999636e+00 7.790264605974038775e-06
4.786300999999999917e+00 7.840576266423842616e-06
4.841724000000000139e+00 7.937263807580170039e-06
4.897788000000000252e+00 7.984628425970038067e-06
4.954501999999999740e+00 7.931416244933224525e-06
5.011872000000000327e+00 7.823847214479667044e-06
5.069906999999999719e+00 7.764423259828955070e-06
5.128613999999999784e+00 7.809575125566170400e-06
5.187999999999999723e+00 7.907856998194351069e-06
5.248075000000000045e+00 7.949196933873313675e-06
5.308843999999999674e+00 7.882201401566886964e-06
5.370318000000000147e+00 7.774802768129994530e-06
5.432502999999999638e+00 7.743262082293291440e-06
5.495409000000000432e+00 7.819402291362098954e-06
5.559042999999999957e+00 7.908099549116635264e-06
5.623413000000000217e+00 7.899597977047366403e-06
5.688528999999999947e+00 7.794470620409433935e-06
5.754399000000000264e+00 7.720187060268180235e-06
5.821031999999999762e+00 7.765333345396786810e-06
5.888436999999999699e+00 7.864602658947781753e-06
5.956621000000000166e+00 7.881485321493343602e-06
6.025596000000000174e+00 7.781376255225711934e-06
6.095368999999999815e+00 7.699602608619866416e-06
6.165949999999999598e+00 7.743284684408120771e-06
6.237347999999999892e+00 7.845873229466634584e-06
6.309573000000000320e+00 7.847469160994431691e-06
6.382634999999999614e+00 7.736604865215345353e-06
6.456541999999999781e+00 7.677564313642651960e-06
6.531305999999999834e+00 7.752805441778282098e-06
6.606933999999999862e+00 7.839500348408034471e-06
6.683438999999999908e+00 7.785908494431730117e-06
6.760830000000000339e+00 7.674346761664837911e-06
6.839115999999999751e+00 7.683907855768935282e-06
6.918309999999999960e+00 7.792969899193585083e-06
6.998420000000000307e+00 7.801721078056042031e-06
7.079457999999999807e+00 7.684179246702734474e-06
7.161433999999999855e+00 7.647167971217496240e-06
7.244360000000000355e+00 7.749838433457110519e-06
7.328244999999999898e+00 7.792956846135078167e-06
7.413102000000000302e+00 7.682060563783990706e-06
7.498942000000000441e+00 7.626694109299459061e-06
7.585776000000000074e+00 7.728890154822190623e-06
7.673614999999999853e+00 7.772227620238114220e-06
7.762470999999999677e+00 7.657912742031999887e-06
7.852356000000000336e+00 7.614794358322348124e-06
7.943281999999999954e+00 7.729947143766584201e-06
8.035261000000000209e+00 7.741899386079945130e-06
8.128304999999999225e+00 7.615054461041009129e-06
8.222426000000000457e+00 7.625234769390658884e-06
8.317638000000000531e+00 7.742076419097635866e-06
8.413951000000000846e+00 7.682317428121751907e-06
8.511380000000000834e+00 7.576089110275701463e-06
8.609937999999999647e+00 7.671778381110988635e-06
8.709635999999999711e+00 7.724365189685352079e-06
8.810489000000000459e+00 7.593073595403787615e-06
8.912509000000000015e+00 7.599733384571628898e-06
9.015710999999999586e+00 7.719911101867577642e-06
9.120108000000000104e+00 7.627819364005118186e-06
9.225713999999999970e+00 7.557653862926811806e-06
9.332542999999999367e+00 7.690079901090901996e-06
9.440609000000000250e+00 7.651277652471991057e-06
9.549925999999999249e+00 7.537888850537447771e-06
9.660508999999999347e+00 7.660461532079821393e-06
9.772372000000000725e+00 7.659071093932272553e-06
9.885531000000000290e+00 7.525480256780212789e-06
1.000000000000000000e+01 7.645228382984706211e-06
1.011579000000000050e+01 7.650276768285454179e-06
1.023292999999999964e+01 7.512803629258137336e-06
1.035141999999999918e+01 7.646303095099412725e-06
1.047128999999999976e+01 7.624562430966495195e-06
1.059253999999999962e+01 7.505587663700610183e-06
1.071518999999999977e+01 7.660804575594665160e-06
1.083927000000000085e+01 7.578023708213916624e-06
1.096477999999999930e+01 7.517413993695027438e-06
1.109174999999999933e+01 7.672103301427694676e-06
1.122017999999999915e+01 7.511776752540269978e-06
1.135011000000000081e+01 7.570411616877961690e-06
1.148154000000000075e+01 7.637682696574507366e-06
1.161448999999999998e+01 7.468868392676772000e-06
1.174897999999999954e+01 7.648544409643192102e-06
1.188502000000000081e+01 7.530019314934274248e-06
1.202264000000000088e+01 7.528255722607307893e-06
1.216186000000000078e+01 7.641476443787548165e-06
1.230269000000000013e+01 7.446590917457994919e-06
1.244514999999999993e+01 7.652981374472272349e-06
1.258924999999999983e+01 7.484610725808646400e-06
1.273503000000000007e+01 7.562784018079349284e-06
1.288250000000000028e+01 7.584387980846835363e-06
1.303167000000000009e+01 7.459248449455646523e-06
1.318257000000000012e+01 7.658301355175490779e-06
1.333521000000000001e+01 7.407106310565064156e-06
1.348963000000000001e+01 7.671499815980583801e-06
1.364583000000000013e+01 7.412521298682939519e-06
1.380383999999999922e+01 7.637406595203149231e-06
1.396368000000000009e+01 7.452630798968924940e-06
1.412537999999999982e+01 7.584246808403654103e-06
1.428894000000000020e+01 7.500056822799216090e-06
1.445439999999999969e+01 7.533553036690992179e-06
1.462176999999999971e+01 7.538660170820800829e-06
1.479107999999999912e+01 7.496768098726563743e-06
1.496236000000000033e+01 7.560085474424753435e-06
1.513560999999999979e+01 7.480391171799502371e-06
1.531086999999999954e+01 7.556590119189772695e-06
1.548817000000000021e+01 7.496026087213478742e-06
1.566751000000000005e+01 7.514591993817270838e-06
1.584892999999999930e+01 7.560321128600992581e-06
1.603245000000000076e+01 7.413178281641851825e-06
1.621809999999999974e+01 7.694810799794355439e-06
1.640589999999999904e+01 7.235680107725161816e-06
1.659587000000000145e+01 7.902073225162791980e-06
1.678803999999999874e+01 7.006257704944426531e-06
1.698244000000000042e+01 8.114285105255621030e-06
1.717907999999999902e+01 6.851866975251794674e-06
1.737800999999999974e+01 8.141801649916911545e-06
1.757923999999999864e+01 7.011789878037085071e-06
1.778278999999999854e+01 7.739112762318849109e-06
1.798871000000000109e+01 7.654546989691986351e-06
1.819700999999999880e+01 6.924367589025017324e-06
1.840772000000000119e+01 8.474035155582157524e-06
1.862087000000000003e+01 6.321638520106508184e-06
1.883649000000000129e+01 8.635312421246555401e-06
1.905461000000000027e+01 6.705190146358405286e-06
1.927524999999999977e+01 7.791074655921976624e-06
1.949844999999999828e+01 7.728430879702405756e-06
1.972422999999999860e+01 6.923371671108669148e-06
1.995261999999999958e+01 8.237927596708556703e-06
2.018365999999999971e+01 6.717587987253707972e-06
2.041738000000000142e+01 8.335500221010620016e-06
2.065380000000000038e+01 6.641826491282887981e-06
2.089295999999999864e+01 8.213533583823070137e-06
2.113488999999999862e+01 7.183001964731038154e-06
2.137961999999999918e+01 7.338837354972472300e-06
2.162718999999999880e+01 7.975933539987982570e-06
2.187762000000000029e+01 6.898617641459820565e-06
2.213094999999999857e+01 8.237613300928032256e-06
2.238720999999999961e+01 6.598736375082990117e-06
2.264643999999999835e+01 8.334100834871922822e-06
2.290868000000000038e+01 7.001527323903980579e-06
2.317395000000000138e+01 7.709039358370468550e-06
2.344228999999999985e+01 7.467735208048210058e-06
2.371374000000000137e+01 7.188767780916637996e-06
2.398833000000000126e+01 8.164472993010765897e-06
2.426610000000000156e+01 6.791983290925334041e-06
2.454709000000000074e+01 8.211608507400705790e-06
2.483133000000000123e+01 6.719078242818120562e-06
2.511886000000000152e+01 8.013719527925462514e-06
2.540972999999999971e+01 7.268872959383637990e-06
2.570395999999999859e+01 7.587561012654684068e-06
2.600159999999999982e+01 7.809634511087688329e-06
2.630267999999999873e+01 6.989605409961118539e-06
2.660725000000000051e+01 8.076964740823888109e-06
2.691535000000000011e+01 6.710497099422126619e-06
2.722700999999999993e+01 8.081536764107416057e-06
2.754229000000000127e+01 6.937607093043489715e-06
2.786120999999999981e+01 7.810072243348760931e-06
2.818383000000000038e+01 7.467159245490745185e-06
2.851017999999999830e+01 7.379233759232330728e-06
2.884031999999999840e+01 7.982971664573109449e-06
2.917426999999999992e+01 7.039951241525928673e-06
2.951209000000000060e+01 8.236852263885905849e-06
2.985382999999999853e+01 7.000572105923858278e-06
3.019951999999999970e+01 8.135906306355307564e-06
3.054920999999999864e+01 7.287158257166462266e-06
3.090295000000000059e+01 7.761995500060622733e-06
3.126079000000000008e+01 7.724843293804816355e-06
3.162277999999999878e+01 7.297828816428627637e-06
3.198894999999999911e+01 8.014493899854550454e-06
3.235936999999999841e+01 6.901688531687378600e-06
3.273407000000000266e+01 7.903872416252223261e-06
3.311310999999999893e+01 6.700402506904784318e-06
3.349654000000000309e+01 7.502059784250328248e-06
3.388441999999999865e+01 7.009494182588918971e-06
3.427678000000000225e+01 7.447642876621516098e-06
3.467369000000000057e+01 8.063033526923779628e-06
3.507518999999999920e+01 7.784342923622863253e-06
3.548134000000000299e+01 8.548081094788517981e-06
3.589218999999999937e+01 6.987489918119323725e-06
3.630781000000000347e+01 7.312456808772339778e-06
3.672823000000000349e+01 6.232699049484553559e-06
3.715352000000000032e+01 7.357551706610596846e-06
3.758373999999999882e+01 7.720893239010381861e-06
3.801894000000000062e+01 7.977511540009470038e-06
3.845918000000000347e+01 8.355077901122270098e-06
3.890451000000000192e+01 7.503370830914347801e-06
3.935501000000000005e+01 7.814009894739924527e-06
3.981072000000000344e+01 6.344734756456127961e-06
4.027170000000000272e+01 7.288300115351938645e-06
4.073803000000000196e+01 6.910699021672658838e-06
4.120974999999999966e+01 7.736834255050847856e-06
4.168693999999999988e+01 8.159891908783932678e-06
4.216964999999999719e+01 7.879208187316890310e-06
4.265794999999999959e+01 8.120215147344567690e-06
4.315191000000000088e+01 6.950474736327587062e-06
4.365158000000000271e+01 7.331391736435553133e-06
4.415704000000000207e+01 6.561155256614787809e-06
4.466835999999999984e+01 7.434404824201680294e-06
4.518558999999999770e+01 7.504232051239246559e-06
4.570882000000000289e+01 7.983508772780159633e-06
4.623810000000000286e+01 8.196008817484469889e-06
4.677351000000000170e+01 7.558473331953584250e-06
4.731513000000000346e+01 7.657608875874832006e-06
4.786301000000000272e+01 6.754563760347969951e-06
4.841723999999999961e+01 7.150860648212550197e-06
4.897787999999999897e+01 7.000998302861199101e-06
4.954502000000000095e+01 7.773291248584663843e-06
5.011872000000000327e+01 7.591471084554450619e-06
5.069906999999999897e+01 8.348250764130450577e-06
5.128614000000000317e+01 7.801181153329079585e-06
5.188000000000000256e+01 6.863408479234202236e-06
5.248075000000000045e+01 7.954076581315677603e-06
5.308843999999999852e+01 6.689346725932297441e-06
5.370318000000000325e+01 6.761229432780610098e-06
5.432502999999999815e+01 7.511890813892359002e-06
5.495409000000000077e+01 8.531536895914688091e-06
5.559042999999999779e+01 7.399412727797185000e-06
5.623413000000000039e+01 7.785587957900393360e-06
5.688528999999999769e+01 8.174432855795047461e-06
5.754399000000000086e+01 6.486430532847805083e-06
5.821032000000000295e+01 7.002699697791173617e-06
5.888436999999999699e+01 7.282970221435279916e-06
5.956620999999999810e+01 7.417417655963538629e-06
6.025596000000000174e+01 6.992626213515829389e-06
6.095369000000000170e+01 8.439542923244920637e-06
6.165950000000000131e+01 7.775892548897169701e-06
6.237348000000000070e+01 6.959850647074926278e-06
6.309573000000000320e+01 7.774972876747482397e-06
6.382634999999999792e+01 7.120622955796814485e-06
6.456542000000000314e+01 6.983555639008816822e-06
6.531305999999999301e+01 7.319689618253626881e-06
6.606933999999999685e+01 8.171451273394643011e-06
