# k [1/Mpc], Window(k) [Mpc]
9.999999999999999547e-08 1.480107129932826200e-04
1.086425999999999937e-07 1.746943685911276495e-04
1.180320999999999998e-07 2.061873860444560962e-04
1.282330999999999997e-07 2.433560902676667602e-04
1.393156999999999986e-07 2.872227054334116725e-04
1.513560999999999877e-07 3.389932909415827814e-04
1.644371999999999896e-07 4.000906917121512343e-04
1.786487999999999897e-07 4.721933968258059766e-04
1.940885999999999900e-07 5.572812280127780035e-04
2.108627999999999895e-07 6.576892023096522506e-04
2.290868000000000076e-07 7.761708858751513018e-04
2.488857000000000195e-07 9.159727413925717156e-04
2.703957999999999972e-07 1.080921752403335044e-03
2.937649999999999839e-07 1.275528207750911041e-03
3.191538000000000160e-07 1.505106056780237175e-03
3.467369000000000242e-07 1.775914144189915181e-03
3.767037999999999986e-07 2.095321583027752194e-03
4.092606999999999981e-07 2.472000530148784053e-03
4.446312999999999827e-07 2.916151104023526411e-03
4.830588000000000268e-07 3.439762925117903145e-03
5.248075000000000359e-07 4.056919003266103510e-03
5.701643000000000520e-07 4.784145370042181857e-03
6.194410999999999602e-07 5.640815034545622851e-03
6.729767000000000284e-07 6.649610196195943415e-03
7.311391000000000384e-07 7.837045923160411778e-03
7.943281999999999752e-07 9.234064987902605368e-03
8.629784999999999742e-07 1.087669825397304460e-02
9.375620000000000411e-07 1.280679626851784041e-02
1.018591000000000045e-06 1.507281996873800940e-02
1.106623999999999944e-06 1.773067998179687216e-02
1.202263999999999972e-06 2.084459798501223093e-02
1.306170999999999924e-06 2.448794821279327155e-02
1.419058000000000000e-06 2.874401199225781744e-02
1.541699999999999995e-06 3.370656669722130877e-02
1.674942999999999965e-06 3.948016951853958179e-02
1.819700999999999944e-06 4.617993872956641099e-02
1.976969999999999895e-06 5.393064301752564793e-02
2.147829999999999983e-06 6.286474838378965091e-02
2.333457999999999877e-06 7.311904604287945697e-02
2.535128999999999830e-06 8.482945179963567728e-02
2.754228999999999986e-06 9.812341212394416756e-02
2.992264999999999802e-06 1.131095071594244855e-01
3.250872999999999969e-06 1.298637506417365806e-01
3.531831999999999832e-06 1.484125577592790013e-01
3.837072000000000148e-06 1.687126405769007187e-01
4.168693999999999834e-06 1.906290364637482082e-01
4.528976000000000360e-06 2.139135450716484754e-01
4.920395000000000008e-06 2.381873611477306474e-01
5.345643999999999636e-06 2.629333208949704015e-01
5.807643999999999617e-06 2.875043736299336405e-01
6.309573000000000008e-06 3.111549736257776533e-01
6.854882000000000144e-06 3.331002685881292447e-01
7.447320000000000383e-06 3.526018744774478408e-01
8.090959000000000473e-06 3.690711511025371316e-01
8.790224999999999344e-06 3.821691335162344383e-01
9.549925999999999272e-06 3.918745064600471784e-01
1.037528000000000072e-05 3.984911430123598830e-01
1.127196999999999942e-05 4.025805764985359581e-01
1.224616000000000033e-05 4.048324905563262521e-01
1.330454000000000052e-05 4.059150848330745909e-01
1.445440000000000005e-05 4.063587355937433587e-01
1.570362999999999859e-05 4.065094590047476641e-01
1.706081999999999906e-05 4.065505470848257974e-01
1.853531999999999993e-05 4.065592005493584016e-01
2.013724000000000034e-05 4.065605505872939562e-01
2.187762000000000010e-05 4.065607034435640976e-01
2.376840000000000100e-05 4.065607140977768874e-01
2.582259999999999905e-05 4.065607178877687078e-01
2.805433999999999947e-05 4.065607201787896363e-01
3.047895000000000064e-05 4.065607231420361178e-01
3.311311000000000050e-05 4.065607157588033149e-01
3.597493000000000218e-05 4.065607276869795950e-01
3.908409000000000004e-05 4.065607251911870779e-01
4.246195999999999825e-05 4.065607188150225926e-01
4.613176000000000163e-05 4.065607280816584401e-01
5.011871999999999980e-05 4.065607244476033832e-01
5.445027000000000070e-05 4.065607321421166320e-01
5.915615999999999843e-05 4.065607220046280057e-01
6.426877000000000165e-05 4.065607203709755701e-01
6.982324000000000202e-05 4.065607168788706316e-01
7.585776000000000129e-05 4.065607292534476058e-01
8.241381000000000097e-05 4.065607087364434546e-01
8.953647999999999761e-05 4.065607174039937988e-01
9.727472000000000028e-05 4.065607212159156325e-01
1.056817999999999950e-04 4.065607272408928718e-01
1.148154000000000053e-04 4.065607153846761967e-01
1.247383999999999982e-04 4.065607175112970206e-01
1.355189000000000079e-04 4.065607062555575135e-01
1.472312999999999942e-04 4.065607037286312897e-01
1.599558000000000110e-04 4.065607068615292863e-01
1.737801000000000135e-04 4.065607125043296244e-01
1.887990999999999996e-04 4.065607200493210338e-01
2.051161999999999929e-04 4.065607238315851468e-01
2.228435000000000019e-04 4.065606991756287591e-01
2.421028999999999889e-04 4.065607388779600151e-01
2.630267999999999734e-04 4.065607245760792243e-01
2.857590999999999929e-04 4.065607471974793663e-01
3.104560000000000240e-04 4.065607532341876662e-01
3.372873000000000190e-04 4.065607421707185809e-01
3.664375999999999896e-04 4.065607386367500187e-01
3.981071999999999888e-04 4.065607397518328781e-01
4.325137999999999856e-04 4.065607339687080657e-01
4.698940999999999773e-04 4.065607327342413702e-01
5.105049999999999649e-04 4.065607361637600392e-01
5.546257000000000183e-04 4.065607253417163336e-01
6.025596000000000034e-04 4.065607280510016852e-01
6.546361999999999581e-04 4.065607290391267115e-01
7.112134999999999898e-04 4.065607251222681517e-01
7.726805999999999692e-04 4.065607266528480368e-01
8.394599999999999892e-04 4.065607192665512959e-01
9.120108000000000468e-04 4.065607292136888540e-01
9.908319000000000501e-04 4.065607301143856489e-01
1.076464999999999974e-03 4.065607278662476953e-01
1.169499000000000059e-03 4.065607228540645268e-01
1.270574000000000009e-03 4.065607310051397860e-01
1.380383999999999908e-03 4.065607349386471392e-01
1.499684999999999950e-03 4.065607340995502361e-01
1.629295999999999913e-03 4.065607267136140957e-01
1.770108999999999962e-03 4.065607396227687298e-01
1.923091999999999944e-03 4.065607396326629819e-01
2.089296000000000035e-03 4.065607402785491042e-01
2.269864999999999817e-03 4.065607476338169990e-01
2.466039000000000165e-03 4.065607557620840584e-01
2.679168000000000001e-03 4.065607570210145183e-01
2.910717000000000165e-03 4.065607593370767492e-01
3.162278000000000137e-03 4.065607552795438839e-01
3.435578999999999803e-03 4.065607564262879725e-01
3.732501999999999955e-03 4.065607517730809861e-01
4.055084999999999940e-03 4.065607370063623605e-01
4.405548999999999923e-03 4.065607369036000063e-01
4.786300999999999750e-03 4.065607236705272021e-01
5.199959999999999999e-03 4.065607196774950194e-01
5.649369999999999913e-03 4.065607147183046832e-01
6.137619999999999881e-03 4.065607175446268040e-01
6.668068000000000085e-03 4.065607021916476382e-01
7.244360000000000036e-03 4.065607014128534424e-01
7.870458000000000315e-03 4.065607030773056296e-01
8.550666999999999643e-03 4.065606899287932396e-01
9.289663999999999561e-03 4.065606838632333520e-01
1.009253000000000060e-02 4.065606681639624687e-01
1.096478000000000036e-02 4.065606473611337313e-01
1.191241999999999995e-02 4.065606382719461620e-01
1.294196000000000062e-02 4.065606320663505135e-01
1.406048000000000020e-02 4.065606174026756836e-01
1.527565999999999993e-02 4.065606019215096123e-01
1.659586999999999868e-02 4.065606125545340732e-01
1.803017999999999982e-02 4.065605950507001909e-01
1.958845000000000031e-02 4.065605777264660325e-01
2.128139000000000072e-02 4.065605548784991252e-01
2.312064999999999954e-02 4.065605471387207515e-01
2.511885999999999980e-02 4.065605583066108641e-01
2.728977999999999959e-02 4.065605238060892579e-01
2.964831000000000064e-02 4.065604904068270131e-01
3.221069000000000015e-02 4.065604602092108832e-01
3.499452000000000118e-02 4.065603869725041286e-01
3.801894000000000107e-02 4.065603240098565885e-01
4.130475000000000119e-02 4.065602355102169718e-01
4.487453999999999749e-02 4.065601198908322389e-01
4.875285000000000035e-02 4.065599912731931442e-01
5.296634000000000064e-02 4.065598168657046374e-01
5.754399000000000319e-02 4.065596041692873808e-01
6.251726999999999979e-02 4.065593416820896255e-01
6.792035999999999907e-02 4.065590556680720447e-01
7.379041999999999546e-02 4.065587012088345276e-01
8.016781000000000601e-02 4.065582957486892912e-01
8.709635999999999767e-02 4.065578029400910287e-01
9.462371999999999450e-02 4.065572398735450288e-01
1.028016000000000069e-01 4.065565750075545437e-01
1.116863000000000022e-01 4.065558304839966275e-01
1.213388999999999995e-01 4.065549355648937491e-01
1.318256999999999901e-01 4.065539267754476604e-01
1.432188000000000072e-01 4.065527258874809258e-01
1.555966000000000016e-01 4.065513131981088879e-01
1.690441000000000027e-01 4.065496553896453813e-01
1.836538000000000059e-01 4.065476786042708235e-01
1.995261999999999869e-01 4.065453361359692153e-01
2.167704000000000020e-01 4.065425705483066698e-01
2.355048999999999892e-01 4.065393107804062822e-01
2.558585999999999916e-01 4.065354764020014389e-01
2.779712999999999767e-01 4.065309346083376130e-01
3.019952000000000192e-01 4.065255772917644173e-01
3.280952999999999786e-01 4.065192429620751446e-01
3.564511000000000207e-01 4.065117704260619580e-01
3.872575999999999796e-01 4.065029512425152314e-01
4.207266000000000061e-01 4.064925360654429443e-01
4.570882000000000001e-01 4.064802384448923389e-01
4.965922999999999865e-01 4.064657323545911027e-01
5.395105999999999513e-01 4.064485978479741579e-01
5.861382000000000536e-01 4.064283770209092816e-01
6.367954999999999588e-01 4.064045248862072635e-01
6.918309999999999738e-01 4.063763534080148676e-01
7.516228999999999827e-01 4.063431141573142780e-01
8.165824000000000416e-01 4.063038920725063896e-01
8.871559999999999446e-01 4.062575899761034504e-01
9.638290000000000468e-01 4.062029677670304095e-01
1.047128999999999976e+00 4.061384724225018950e-01
1.137626999999999944e+00 4.060623913470786661e-01
1.235946999999999907e+00 4.059725947523858403e-01
1.342764999999999986e+00 4.058666159101753657e-01
1.458814000000000055e+00 4.057415759290629587e-01
1.584893000000000107e+00 4.055940468609152139e-01
1.721869000000000094e+00 4.054199795686088681e-01
1.870681999999999956e+00 4.052146093494304324e-01
2.032357000000000191e+00 4.049723665731452260e-01
2.208004999999999995e+00 4.046866023788949773e-01
2.398833000000000215e+00 4.043495644652094212e-01
2.606154000000000082e+00 4.039521292937918728e-01
2.831392000000000131e+00 4.034835271360669440e-01
3.076096999999999859e+00 4.029311292487209872e-01
3.341950000000000198e+00 4.022800717756407352e-01
3.630780999999999814e+00 4.015129936119573029e-01
3.944573000000000107e+00 4.006094599293360536e-01
4.285485000000000433e+00 3.995456396051702552e-01
4.655860999999999805e+00 3.982936020678540245e-01
5.058246999999999716e+00 3.968208668731237898e-01
5.495409000000000432e+00 3.950895594880033945e-01
5.970353000000000243e+00 3.930557829379496271e-01
